"ProjectName","RepositoryName","RepositoryId","AlertId","AlertType","Title","Severity","State","Tool","FirstDetectionDate","LastDetectionDate","IntroductionDate","GitRef","Confidence"
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","28","dependency","MSAL.NET applications targeting Xamarin Android and .NET Android (MAUI) susceptible to local denial of service (CVE-2024-27086)","low","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","27","dependency","Azure Identity Library for .NET Information Disclosure Vulnerability (CVE-2024-29992)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","26","dependency","Azure Identity Library for .NET Information Disclosure Vulnerability (CVE-2024-29992)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","25","dependency","Azure Identity Library for .NET Information Disclosure Vulnerability (CVE-2024-29992)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","24","dependency","Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability (CVE-2024-35255)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","23","dependency","Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability (CVE-2024-35255)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","22","dependency","Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability (CVE-2024-35255)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","21","dependency","Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability (CVE-2024-35255)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","20","dependency","Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability (CVE-2024-35255)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","19","dependency","Azure Identity Libraries and Microsoft Authentication Library Elevation of Privilege Vulnerability (CVE-2024-35255)","medium","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","18","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","17","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","16","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","15","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","14","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","13","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","12","dependency","Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability (CVE-2024-30105)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","11","dependency","NuGet Client Remote Code Execution Vulnerability (CVE-2023-29337)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","10","dependency","NuGet Client Remote Code Execution Vulnerability (CVE-2023-29337)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","9","dependency","NuGet Client Remote Code Execution Vulnerability (CVE-2023-29337)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","8","dependency","NuGet Client Remote Code Execution Vulnerability (CVE-2023-29337)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","7","dependency","NuGet Client Security Feature Bypass Vulnerability  (CVE-2024-0057)","critical","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","6","dependency","NuGet Client Security Feature Bypass Vulnerability  (CVE-2024-0057)","critical","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","5","dependency","Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability (CVE-2024-38095)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb","eShopOnWeb","db2541ad-3d8c-4b0e-a9f8-16350cccfde4","4","dependency","Microsoft Security Advisory CVE-2024-38095 | .NET Denial of Service Vulnerability (CVE-2024-38095)","high","active","Advanced Security Dependency Scanning","2024-09-04T13:06:39.5369214Z","2025-05-01T17:34:31.8308504Z","2024-09-03T21:21:24Z","refs/heads/main",
"eShopOnWeb-Demo","eShopOnWeb","f516f73c-25a3-4f28-9644-4924bb58fb59","123","secret","Microsoft Azure Storage account access identifiable credential","critical","active","Advanced Security Secrets Scanning","2024-09-12T17:42:33.3194248Z","2025-06-24T15:43:15.4209532Z","2023-09-07T10:00:14Z",,"high"
"eShopOnWeb-Demo","eShopOnWeb","f516f73c-25a3-4f28-9644-4924bb58fb59","122","secret","AWS (long-lived) credential","critical","active","Advanced Security Secrets Scanning","2024-09-12T17:42:33.3194248Z","2025-06-24T15:43:15.4209532Z","2023-09-07T10:00:14Z",,"high"
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","359","code","Unsafe expansion of self-closing HTML tag (js/unsafe-html-expansion)","medium","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","358","code","Missing regular expression anchor (js/regex/missing-regexp-anchor)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","357","code","Missing regular expression anchor (js/regex/missing-regexp-anchor)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","356","code","Missing regular expression anchor (js/regex/missing-regexp-anchor)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","355","code","Missing CSRF middleware (js/missing-token-validation)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","354","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","353","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","352","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","351","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","350","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","349","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","348","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","347","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","346","code","Missing rate limiting (js/missing-rate-limiting)","high","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","345","code","Clear text transmission of sensitive cookie (js/clear-text-cookie)","medium","active","CodeQL","2025-06-16T15:17:27.6556972Z","2025-06-16T15:17:27.6556972Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","344","dependency","Insecure template handling in Express-handlebars (CVE-2021-32820)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","343","dependency","Insecure template handling in Express-handlebars (CVE-2021-32820)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","342","dependency","Prototype Pollution in mixin-deep (CVE-2019-10746)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","341","dependency","Valid ECDSA signatures erroneously rejected in Elliptic (CVE-2024-48948)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","340","dependency","minimatch ReDoS vulnerability (CVE-2022-3517)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","339","dependency","minimatch ReDoS vulnerability (CVE-2022-3517)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","338","dependency","automattic/mongoose vulnerable to Prototype pollution via Schema.path (CVE-2022-2564)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","337","dependency","automattic/mongoose vulnerable to Prototype pollution via Schema.path (CVE-2022-2564)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","336","dependency","Elliptic's EDDSA missing signature length check (CVE-2024-42459)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","335","dependency","Denial of service while parsing a tar file due to lack of folders count validation (CVE-2024-28863)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","334","dependency","Denial of service while parsing a tar file due to lack of folders count validation (CVE-2024-28863)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","333","dependency","Denial of service while parsing a tar file due to lack of folders count validation (CVE-2024-28863)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","332","dependency","Denial of service while parsing a tar file due to lack of folders count validation (CVE-2024-28863)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","331","dependency","Denial of Service in handlebars (GHSA-f52g-6jhx-586p)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","330","dependency","Denial of Service in handlebars (GHSA-f52g-6jhx-586p)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","329","dependency","Remote code execution in handlebars when compiling templates (CVE-2021-23369)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","328","dependency","Remote code execution in handlebars when compiling templates (CVE-2021-23369)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","327","dependency","serve-static vulnerable to template injection that can lead to XSS (CVE-2024-43800)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","326","dependency","serve-static vulnerable to template injection that can lead to XSS (CVE-2024-43800)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","325","dependency","Time-of-check Time-of-use (TOCTOU) Race Condition in chownr (CVE-2017-18869)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
